rating,roaster,bean,location,origin,roast_level,agtron,est_price,review_date,aroma,body,flavor,aftertaste,with_milk,acid_structure,acidity,blind_assessment,notes,who_should_drink,bottom_line
94,Olympia Coffee Roasting Co.,Little Buddy,"Olympia, Washington",Kenya; Ethiopia,Light,62/82,$22.50/12 ounces,2026-02-01,9,9,9,8,,9,,"Multilayered,uniquely composed. Orange marmalade, coriander, gardenia, cashew, boysenberry in aroma and cup. Juicy-tart acidity; full, syrupy mouthfeel. Floral-citrusy finish.","A blend of two African coffees — a Kenya Boma AA and an Ethiopia Abore natural, both imported under a direct trade contract with Royal Coffee. Olympia Coffee Roasting is a small-batch wholesale and retail roasting company with a youthful, no-nonsense style and a commitment to high-quality organic coffees. Visit www.olympiacoffee.com or call 360-753-0066 for more information.",,"A thoughtfully composed African blend that offers layered citrus and floral tones supported by a plush, cohesive sweetness."
95,Oliver's Custom Coffee,Ethiopia Rumadamo Anaerobic Natural,"Olympia, Washington","Bensa, Guji Zone, Oromia Region, southern Ethiopia",Light,62/84,$19.00/6 ounces,2026-02-01,9,9,9,9,,9,,"Rum cordial, dried mango, lavender, cedar, cocoa nib in aroma and cup. Sweetly fermenty structure with juicy acidity; plump, velvety mouthfeel. Richly resonant, flavor-saturated finish.","Produced by the Daye Bensa-Dukamo Family, from heirloom varieties of Arabica, and processed by Oliver Stormshak by the anaerobic natural method, in which the whole fruit is fermented with limited oxygen before drying. Imported under a direct trade contract with Royal Coffee. Founded by the co-owner of Olympia Coffee, Oliver Stormshak, who has worked in the coffee industry for more than three decades, Oliver’s Custom Coffee features rare varietals, experimental lots, and custom fermentations. Visit www.oliverscustomcoffee.com.",,"A confidently ferment-driven Ethiopia natural that leans into dark fruit and floral spice, delivering richness and saturation alongside balance and clarity."
96,Elevator Coffee,Colombia Finca El Diviso Java,"Portland, Oregon","Huila Department, Colombia",Medium-Light,58/77,$19.00/150 grams,2026-02-01,10,9,9,9,,9,,"Lush, richly floral-toned. Lilac, almond paste, passionfruit, pink grapefruit zest, thyme in aroma and cup. High-toned, complex acidity; very syrupy mouthfeel. Floral-toned finish with pink grapefruit zest and passionfruit undertones.","Produced by Nestor Lasso of Finca El Diviso, entirely of the Java variety of Arabica, and processed by the anaerobic washed method, in which, after skin and pulp removal, fermentation takes place in a hermetically sealed vessel before the beans are washed and dried. Imported by Genuine Origin. Elevator Coffee is a Portland, Oregon-based specialty coffee roaster. Visit www.elevatorcoffee.com for more information.",,"A strikingly aromatic Java that marries lifted florals and tropical fruit with syrupy depth, showing how controlled anaerobic washing can deliver both intensity and composure in a truly top-tier Colombia cup."
94,Coffeebox Coffee,Kenya Kirinyaga Kamawangi AA Top,"Taipei, Taiwan","Kirinyaga County, Kenya",Medium-Light,61/77,NT $510/227 grams,2026-02-01,9,8,9,9,,9,,"Poised, bright, pungent. Red currant, pink grapefruit zest, tea rose, brown sugar and cocoa nib in aroma and cup. Sparkling acidity; streamlined, silky body. Long, floral-toned finish with citrus and cocoa nuance.","Produced by smallholding farmers, from trees of the SL28, SL34, Batian and Ruiru 11 varieties of Arabica, and processed at the Kamawangi Factory by the washed method (fruit skiing and pulp removed before drying). Imported by Black Gold. Visit shop.coffeebox.tw for more information.",,"A polished Kirinyaga that delivers classic Kenyan vibrancy with aplomb, balancing dark fruit and rich florals with a quietly resonant cocoa nib throughline."
94,Coffeebox Coffee,Ethiopia Guji Uraga Yabito Tome Natural,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/80,NT $430/227 grams,2026-02-01,8,9,9,9,,9,,"Sweetly flavor-saturated, expressive. Blueberry compote, strawberry, hibiscus, baking chocolate and raw honey in aroma and cup. Juicy acidity; plush, syrupy mouthfeel. Persistent finish marked by blueberry and gentle chocolate depth.","Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit) at the Tome Factory. Imported by Blossom Valley. Visit shop.coffeebox.tw for more information.",,"A confidently roasted Guji natural that leans into fruit richness while maintaining structure, offering an inviting balance of sweetness, florality and depth."
95,Coffeebox Coffee,Colombia Nariño Floral Station Geisha Washed,"Taipei, Taiwan","Nariño Department, Colombia",Light,65/87,NT $750/227 grams,2026-02-01,9,9,9,9,,9,,"Refined and luminous. White peach, pink grapefruit zest, magnolia, lemongrass and cocoa nib in aroma and cup. High-toned, crystalline acidity; elegant, lightly syrupy body. Lingering floral-citrus finish with subtle cocoa undertones.","Produced by smallholding farmers, entirely of the Geisha variety of Arabica, and processed by the washed method (fruit skin and pulp removed before drying). Imported by Bean Super. Coffeebox is a Taipei-based specialty coffee roaster. Visit shop.coffeebox.tw for more information.",,"A beautifully restrained washed Geisha that emphasizes clarity and finesse, showcasing floral lift and citrus precision anchored by delicate chocolate notes."
94,Phil & Sebastian Coffee Roasters,Jungle Berry,"Calgary, Alberta, Canada","Nyeri County, Kenya",Light,64/82,CAD $19.25/250 grams,2026-02-01,9,9,9,8,,9,,"Hazelnut, honey, black currant, narcissus, tangerine in aroma and cup. Sparkling acidity; crisp, lightly creamy mouthfeel. Rich-toned, sweetly nutty finish.","Produced by smallholding members of the Ndia-ini Cooperative, from trees of the SL28, SL34, Batian and Ruiru 11 varieties of Arabica, and processed at the Othaya Mill by the washed method (fruit skin and pulp removed before drying). Phil & Sebastian’s is a Canadian specialty roaster founded by Phil Robertson and Sebastian Sztabzyb in 2007. Visit www.philsebastian.com for more information.",,"A classic Kenya with polish and poise, combining sparkling fruit and floral lift with nut-driven depth in a structure that’s both energetic and complete."
92,Equator Coffees,Equator Blend,"San Rafael, California",Indonesia; Kenya; Colombia; El Salvador,Medium,47/63,$18.50/12 ounces,2026-02-01,8,9,9,8,,8,,"Rich-toned, deeply sweet-savory. Dark chocolate, date, magnolia, pomelo, cedar in aroma and cup. Gentle, round acidity; very full, creamy mouthfeel. Cedary, chocolaty finish.","A blend of coffees from four countries — Indonesia, Kenya, Colombia and El Salvador — all washed except for the wet-hulled Indonesia (Sumatra). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and Southern California and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.",,"Equator’s version of an omni-blend that does a good job satisfying a wide swath of people, from those who drink their coffee black to those who doctor it with milk — richly chocolaty and gently floral with aromatic nuance from spice-toned wood."
92,Happy Coffee,Little Victories Nicaragua Carbonic Maceration,"Montclair, New Jersey","Jinotega Department, Nicaragua",Medium-Light,56/71,$35.99/12 ounces,2026-02-01,9,9,9,7,,8,,"Crisply sweet-tart. Concord grape, fresh-cut fir, baking chocolate, kiwi yogurt, lily in aroma and cup. Briskly sweet-tart acidity; very full, satiny-smooth mouthfeel. Aromatic wood notes drive the chocolaty-tart finish.","Produced by Maritza Castro and Francisco Javier Sanchez, entirely of the Maracaturra variety of Arabica,  and processed by the carbonic maceration method, which involves fermenting whole cherries in a sealed container that has been flushed with CO2, then drying in the whole fruit. Imported by Gold Mountain Coffee Growers. Happy is a coffee brand founded by actor Robert Downey, Jr. and business entrepreneur Craig Dubitsky in 2024. Visit www.happyproducts.com for more information.",,"A carbonic maceration Nicaragua that leads with appealing Concord grape notes, framed by rich aromatic wood and a crisp chocolate undercurrent."
95,Chuck's Roast,Colombia Finca Nogales Java Advanced Fermentation,"San Diego, California","Pitalito, Huila Department, Colombia",Medium-Light,60/77,$29.00/150 grams,2026-02-01,9,9,9,9,,9,,"Complex, richly aromatic, lyrically expressive. Notes of apricot, bergamot, jasmine, baking chocolate and Meyer lemon zest in aroma and cup. Juicy, well-integrated acidity; plush, rounded body. The finish is long and resonant, carrying sweet citrus, rich florals, and resonant cocoa depth.","Produced by Oscar Hernandez of Finca Nogales, entirely of the Java variety of Arabica, and processed by a proprietary washed method in which a small amount of pre-fermented yeast that was preserved from a previous fermentation of the same coffee is added to the fermentation. Chuck’s Roast was founded by Chuck Patton, founder of Bird Rock Coffee Roasters, to bring rare, often elusive coffees to discerning coffee lovers. Visit www.chuckroastscoffee.com for more information.",,A beautifully composed experimental washed Java that balances expressive aromatics with structure and poise — complex without excess and deeply satisfying throughout the profile.
94,Intuition Coffee,Colombia Manos Juntas Anaerobic Natural,"Peoria, Illinois","Cauca Department, Colombia",Light,64/86,$17.50/12 ounces,2026-02-01,9,9,9,8,,9,,"Delicately fruit-toned, sweetly fermenty. Ripe strawberry, rum cordial, cedar, magnolia, nutmeg in aroma and cup. Sparkling acidity; very syrupy mouthfeel. Strawberry and rum cordial lead in the long finish.","Produced by smallholding farmers surrounding the Manos Juntas Micromill, entirely of the Castillo variety of Arabica, and processed by the anaerobic natural method (fermented in an oxygen-free environment, then dried in the whole fruit).  Intuition Coffee is a specialty roaster and cafe based in Peoria, Illinois. Visit www.intuitioncoffee.com for more information.",,"A sweetly fermenty, strawberry-driven cup complicated by notes of rum cordial and bittersweet spice."
94,Mystic Monk Coffee,Ethiopia Super Yirgacheffe,"Clark, Wyoming","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,57/74,$16.95/12 ounces,2026-02-01,9,9,9,8,,9,,"Bright, balanced, crisp and sweet. Apricot jam, cocoa nib, magnolia, tangerine, hint of thyme in aroma and cup. Citrusy-sweet acidity; vibrant, silky mouthfeel. Cocoa-toned finish with an apricot throughline.","Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.",,"This classic washed Ethiopia delivers notes of bright stone fruit, floral depth, and a sweet herbaceousness, all in inviting harmony — a tremendous value at this price."
92,Roadmap CoffeeWorks,Blue Ridge Blend,"Lexington, Virginia",Not disclosed,Medium,46/73,$19.50/12 ounces,2026-02-01,9,8,9,8,,8,,"Crisply sweet-tart, richly aromatic. Black cherry, baking chocolate, cedar, hazelnut, agave syrup in aroma and cup. Briskly sweet acidity; velvety mouthfeel. Persistent finish with notes of baking chocolate and hazelnut.","Founded in 1990, Roadmap CoffeeWorks, formerly Lexington Coffee Roasters, is an award-winning artisan roasting company based in Lexington, Virginia. Roadmap CoffeeWorks focuses on producing fresh, distinctive and sustainable coffees. Visit www.roadmapcoffeeworks.com or call 800-322-6505 for more information.",,"A satisfying medium-dark blend with a chocolate and cherry throughline, supported by sweet nut and aromatic wood tones."
93,Equator Coffees,Ethiopia Sun-Dried Natural,"San Rafael, California","Odo Shakiso, Guji Zone, Oromia Region, Ethiopia",Light,63/85,$22.00/12 ounces,2026-02-01,9,9,9,8,,8,,"Fruit-forward, softly floral. Notes of blueberry compote, strawberry, cocoa nib, honeysuckle and dried tangerine in aroma and cup. Rounded, gently lively acidity; full, plush mouthfeel. The finish leads with berry and cocoa tones and has a quiet floral echo.","Produced by smallholding farmers, from trees of local landrace varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1995 by Brooke McDonnell and Helen Russell, Equator Coffees operates retail stores in the San Francisco Bay Area and Southern California and provides coffee to hundreds of wholesale accounts. Visit www.equatorcoffees.com or call 800-809-7687 for more information.",,"A polished Guji natural that delivers ripe fruit and floral nuance without excess — approachable, balanced and deeply satisfying."
93,Bargain Cafe,Winter Cherry Dream,"Taitung, Taiwan",Ethiopia; Colombia; Brazil,Light,64/84,NT 450/200 grams,2026-01-01,9,8,9,8,,9,,"Expressive and fruit-driven. Black cherry, pomegranate, red grape, hibiscus, and baking chocolate in aroma and cup. Bright, juicy acidity; velvety mouthfeel. The finish leans into ripe cherry sweetness with a gentle chocolate undertone.","A blend of washed Ethiopia and cherry co-fermented Colombia coffees. Bargain Cafe is a specialty coffee roaster in Taitung, Taiwan. Visit www.bargain-cafe.com for more information.",,"A vivid, modern blend that balances co-fermented fruit intensity with classic structure and aromatic familiarity, delivering sweetness without excess."
